"rs_frs";"type_transaction";"num_dossier";"code_douane";"code_frs";"num_repertoire";"date_depot";"nbre_total_art";"type_transaction";"val_nette";"emballage";"mise_a_fob";"fret";"autre_frais";"nom_signat_declarant";"date_signat_declarant";"code_pays_provenance";"lib_pays_provenance";"code_pays_achat";"lib_pays_achat";"code_pays_premier_destination";"lib_pays__premier_destination";"code_pays_destination_defi";"lib_pays__destination_defi";"code_devise_ptfn";"code_incoterme";"desig_incoterme";"ptfn";"fob_mont_devise";"code_nat_autoris";"lib_nat_autoris"
"COTE D'IVOIRE NEGOCE IMPORT-EXPORT";2;417;"1283193D";"34";50950;"2023-12-21 00:00:00";4;2;131309.72;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-20 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"CI";"COTE D IVOIRE";"EUR";"CFR";"C.F.";38758.21;128000;"22";"Facture Definitive a l'Export : (FDE)"
"REYNAERS";1;415;"1283193D";"54";1989;"2024-05-15 00:00:00";31;1;71165.45;0;0;0;0;"STE ((MAS))";"2024-05-17 00:00:00";"FR";"FRANCE";"BE";"BELGIQUE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";71165.45;71165.45;"33";"Facture Commerciale : (FC)"
"ALUEUROPA";1;414;"1283193D";"45";1988;"2024-05-17 00:00:00";1;1;2071.74;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-17 00:00:00";"ES";"ESPAGNE";"ES";"ESPAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";2071.74;2200;"39";"Admission Temporaire : (AT)"
"ZED SRL";1;409;"00004K";"1";1;"2024-05-15 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-15 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;410;"00004K";"1";1;"2024-05-15 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-15 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;408;"00004K";"1";1;"2024-05-15 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-15 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"REYNAERS";1;413;"1283193D";"54";1987;"2024-05-15 00:00:00";31;1;71165.45;0;0;0;0;"STE ((MAS))";"2024-05-15 00:00:00";"FR";"FRANCE";"BE";"BELGIQUE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";71165.45;71165.45;"33";"Facture Commerciale : (FC)"
"REYNAERS";1;412;"1283193D";"54";1986;"2024-05-15 00:00:00";6;1;6364.4;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-15 00:00:00";"FR";"FRANCE";"BE";"BELGIQUE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";6364.4;6364.4;"33";"Facture Commerciale : (FC)"
"ZED SRL";1;411;"00004K";"1";1;"2024-05-15 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-15 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"POLYCOFFRE";2;407;"1222506N";"4";50949;"2024-02-19 00:00:00";2;2;69753.6;0;0;0;0;"BAYRAM KAMOUN";"2024-05-13 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";82200;68000;"22";"Facture Definitive a l'Export : (FDE)"
"POLYCOFFRE";2;404;"1222506N";"4";50946;"2024-02-19 00:00:00";2;2;69753.6;0;0;0;0;"BAYRAM KAMOUN";"2024-05-13 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";82200;68000;"22";"Facture Definitive a l'Export : (FDE)"
"POLYCOFFRE";2;405;"1222506N";"4";50947;"2024-02-19 00:00:00";2;2;69753.6;0;0;0;0;"BAYRAM KAMOUN";"2024-05-13 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";82200;68000;"22";"Facture Definitive a l'Export : (FDE)"
"POLYCOFFRE";2;406;"1222506N";"4";50948;"2024-02-19 00:00:00";2;2;69753.6;0;0;0;0;"BAYRAM KAMOUN";"2024-05-13 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";82200;68000;"22";"Facture Definitive a l'Export : (FDE)"
"ASSA ABLOY";1;403;"1283193D";"37";1985;"2024-01-03 00:00:00";3;1;53942.31;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-13 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";40528.53;52000;"39";"Admission Temporaire : (AT)"
"POLYCOFFRE";2;401;"1222506N";"4";50944;"2024-02-19 00:00:00";2;2;69753.6;0;0;0;0;"BAYRAM KAMOUN";"2024-05-11 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";82200;68000;"22";"Facture Definitive a l'Export : (FDE)"
"POLYCOFFRE";2;402;"1222506N";"4";50945;"2024-02-19 00:00:00";2;2;69753.6;0;0;0;0;"BAYRAM KAMOUN";"2024-05-11 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";82200;68000;"22";"Facture Definitive a l'Export : (FDE)"
"POLYCOFFRE";2;395;"1222506N";"4";100;"2024-05-10 00:00:00";1;2;82200;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-10 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";82200;80000;"";""
"POLYCOFFRE";2;396;"1222506N";"4";100;"2024-05-10 00:00:00";1;2;82200;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-10 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";82200;800000;"";""
"POLYCOFFRE";2;397;"1222506N";"4";100;"2024-05-10 00:00:00";1;2;82200;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-10 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";82200;80000;"";""
"POLYCOFFRE";2;398;"1222506N";"4";100;"2024-05-10 00:00:00";1;2;82200;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-10 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";82200;80000;"";""
"POLYCOFFRE";2;399;"1222506N";"4";100;"2024-05-10 00:00:00";1;2;82200;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-10 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";82200;80000;"";""
"POLYCOFFRE";2;400;"1222506N";"4";100;"2024-05-10 00:00:00";1;2;82200;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-10 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";82200;80000;"";""
"ZED SRL";1;388;"00004K";"1";1;"2024-05-10 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-10 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;387;"00004K";"1";1;"2024-05-10 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-10 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;393;"00004K";"1";1;"2024-05-10 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-10 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;386;"00004K";"1";1;"2024-05-10 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-10 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;392;"00004K";"1";1;"2024-05-10 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-10 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;394;"00004K";"1";1;"2024-05-10 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-10 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;389;"00004K";"1";1;"2024-05-10 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-10 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;390;"00004K";"1";1;"2024-05-10 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-10 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;391;"00004K";"1";1;"2024-05-10 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-10 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ASSA ABLOY";1;384;"1283193D";"37";1983;"2024-01-03 00:00:00";3;1;53942.31;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-09 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";40528.53;52000;"39";"Admission Temporaire : (AT)"
"STAC";1;385;"1283193D";"52";1984;"2024-05-08 00:00:00";1;1;283.89;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-09 00:00:00";"ES";"ESPAGNE";"ES";"ESPAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";283.89;305;"33";"Facture Commerciale : (FC)"
"ZED SRL";1;378;"00004K";"1";1;"2024-05-08 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-08 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"STAC";1;383;"1283193D";"52";1982;"2024-05-08 00:00:00";1;1;283.89;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-08 00:00:00";"ES";"ESPAGNE";"ES";"ESPAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";283.89;305;"33";"Facture Commerciale : (FC)"
"STAC";1;381;"1283193D";"52";1981;"2024-05-08 00:00:00";1;1;283.89;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-08 00:00:00";"ES";"ESPAGNE";"ES";"ESPAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";283.89;305;"33";"Facture Commerciale : (FC)"
"ZED SRL";1;379;"00004K";"1";1;"2024-05-08 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-08 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;380;"00004K";"1";1;"2024-05-08 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-08 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;371;"00004K";"1";1;"2024-05-08 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-08 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;372;"00004K";"1";1;"2024-05-08 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-08 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;373;"00004K";"1";1;"2024-05-08 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-08 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;374;"00004K";"1";1;"2024-05-08 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-08 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;375;"00004K";"1";1;"2024-05-08 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-08 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;376;"00004K";"1";1;"2024-05-08 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-08 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;377;"00004K";"1";1;"2024-05-08 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-08 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"POLYCOFFRE";2;382;"1222506N";"4";50943;"2024-02-19 00:00:00";2;2;69753.6;0;0;0;0;"BAYRAM KAMOUN";"2024-05-08 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";101880;68000;"22";"Facture Definitive a l'Export : (FDE)"
"MAS INTERNATIONAL";2;369;"1283193D";"18";100;"2024-05-07 00:00:00";1;2;65322.92;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-07 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"CI";"COTE D IVOIRE";"EUR";"CFR";"C.F.";65322.92;62000;"";""
"ZED SRL";1;368;"00004K";"1";1;"2024-05-07 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-07 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"MAS INTERNATIONAL";2;370;"1283193D";"18";50942;"2024-05-07 00:00:00";3;2;65322.92;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-07 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"CI";"COTE D IVOIRE";"EUR";"CFR";"C.F.";65322.92;62000;"22";"Facture Definitive a l'Export : (FDE)"
"QALEX";1;367;"1283193D";"17";1979;"2024-05-06 00:00:00";1;1;481.85;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-07 00:00:00";"QA";"QUATAR";"QA";"QUATAR";"TN";"TUNISIE";"TN";"TUNISIE";"USD";"EXW";"DEPART USINE";481.85;500;"39";"Admission Temporaire : (AT)"
"ALJAWDA AFRICAN JOINT CO ";2;364;"1283193D";"13";50941;"2024-03-11 00:00:00";2;2;12950;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-06 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";17298.5;13500;"22";"Facture Definitive a l'Export : (FDE)"
"STE ALJAWDA AFRICAN ";2;365;"1283193D";"14";50875;"2023-12-18 00:00:00";2;2;45750;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-06 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";45750;47000;"22";"Facture Definitive a l'Export : (FDE)"
"HCA HOLLAND COLOURS";1;366;"1222506N";"47";1978;"2024-05-06 00:00:00";1;1;19623.4;0;0;0;0;"BAYRAM KAMOUN";"2024-05-06 00:00:00";"DE";"ALLEMAGNE";"NL";"PAYS BAS";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"CFR";"C.F.";19623.4;18000;"33";"Facture Commerciale : (FC)"
"ALJAWDA AFRICAN JOINT CO ";2;363;"1283193D";"13";50940;"2024-02-28 00:00:00";2;2;14500;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-06 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";11448.5;15500;"22";"Facture Definitive a l'Export : (FDE)"
"QALEX QATAR ALUMINIUM EXTRUSION CO";1;362;"1283193D";"55";100;"2024-05-03 00:00:00";1;1;481.85;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-03 00:00:00";"QA";"QUATAR";"QA";"QUATAR";"TN";"TUNISIE";"TN";"TUNISIE";"USD";"EXW";"DEPART USINE";481.85;505;"";""
"ALJAWDA AFRICAN JOINT CO ";2;360;"1283193D";"13";100;"2024-05-03 00:00:00";1;2;28747;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-03 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";28747;30000;"";""
"QALEX";1;361;"1283193D";"17";1980;"2024-05-03 00:00:00";1;1;481.85;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-03 00:00:00";"QA";"QUATAR";"QA";"QUATAR";"TN";"TUNISIE";"TN";"TUNISIE";"USD";"EXW";"DEPART USINE";481.85;500;"33";"Facture Commerciale : (FC)"
"POLYCOFFRE";2;358;"1222506N";"4";100;"2024-04-30 00:00:00";1;2;101880;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-30 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";101880;100000;"";""
"QALEX QATAR ALUMINIUM EXTRUSION CO";1;359;"1283193D";"55";100;"2024-04-30 00:00:00";1;1;481.85;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-30 00:00:00";"QA";"QUATAR";"QA";"QUATAR";"TN";"TUNISIE";"TN";"TUNISIE";"USD";"EXW";"DEPART USINE";481.85;500.5;"";""
"POLYCOFFRE";2;357;"1222506N";"4";50939;"2024-02-19 00:00:00";2;2;69753.6;0;0;0;0;"BAYRAM KAMOUN";"2024-04-27 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";87600;68000;"22";"Facture Definitive a l'Export : (FDE)"
"SADEV";1;356;"1283193D";"21";1977;"2024-04-26 00:00:00";1;1;624;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-26 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";624;635;"33";"Facture Commerciale : (FC)"
"REYNAERS";1;354;"1283193D";"54";100;"2024-04-25 00:00:00";1;1;77529.85;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-25 00:00:00";"BE";"BELGIQUE";"BE";"BELGIQUE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";77529.85;77529.85;"";""
"SADEV";1;353;"1283193D";"21";100;"2024-04-25 00:00:00";1;1;624;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-25 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";624;640;"";""
"POLYCOFFRE";2;355;"1222506N";"4";100;"2024-04-25 00:00:00";1;2;87600;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-25 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";87600;85000;"";""
"HEXAGON INTERNATIONAL";2;352;"1283193D";"9";50939;"2024-04-04 00:00:00";3;2;146592.86;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-24 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"EUR";"CFR";"C.F.";62114.45;145000;"22";"Facture Definitive a l'Export : (FDE)"
"HEXAGON INTERNATIONAL";2;348;"1283193D";"9";50937;"2024-04-24 00:00:00";1;2;100640.75;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-24 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C.F.";73706.18;99000;"22";"Facture Definitive a l'Export : (FDE)"
"HEXAGON INTERNATIONAL";2;346;"1283193D";"9";50933;"2024-04-24 00:00:00";1;2;100640.75;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-24 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"EUR";"CFR";"C.F.";100640.75;99000;"22";"Facture Definitive a l'Export : (FDE)"
"HEXAGON INTERNATIONAL";2;349;"1283193D";"9";50936;"2024-04-24 00:00:00";1;2;100640.75;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-24 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"EUR";"CFR";"C.F.";16689.63;99000;"22";"Facture Definitive a l'Export : (FDE)"
"HEXAGON INTERNATIONAL";2;347;"1283193D";"9";50934;"2024-04-24 00:00:00";1;2;100640.75;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-24 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C.F.";148052.52;99000;"22";"Facture Definitive a l'Export : (FDE)"
"HEXAGON INTERNATIONAL";2;350;"1283193D";"9";50935;"2024-04-04 00:00:00";3;2;146592.86;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-24 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"EUR";"CFR";"C.F.";62114.45;145000;"22";"Facture Definitive a l'Export : (FDE)"
"HEXAGON INTERNATIONAL";2;351;"1283193D";"9";50938;"2024-04-04 00:00:00";6;2;146592.86;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-24 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C.F.";211509.12;145000;"22";"Facture Definitive a l'Export : (FDE)"
"HEXAGON INTERNATIONAL";2;345;"1283193D";"9";100;"2024-04-23 00:00:00";1;2;285215.3;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-23 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CG";"CONGO";"CG";"CONGO";"USD";"CFR";"C F";285215.3;283000;"";""
"HEXAGON INTERNATIONAL";2;343;"1283193D";"9";100;"2024-04-23 00:00:00";1;2;148052.52;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-23 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CG";"CONGO";"CG";"CONGO";"USD";"CFR";"C F";148052.52;147000;"";""
"HEXAGON INTERNATIONAL";2;342;"1283193D";"9";100;"2024-04-23 00:00:00";1;2;100640.75;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-23 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CG";"CONGO";"CG";"CONGO";"EUR";"CFR";"C F";100640.75;99000;"";""
"HEXAGON INTERNATIONAL";2;344;"1283193D";"9";100;"2024-04-23 00:00:00";1;2;78804.08;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-23 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CG";"CONGO";"CG";"CONGO";"EUR";"CFR";"C F";78804.08;77000;"";""
"POLYCOFFRE";2;341;"1222506N";"4";50932;"2024-02-19 00:00:00";2;2;69753.6;0;0;0;0;"BAYRAM KAMOUN";"2024-04-22 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";82200;68000;"22";"Facture Definitive a l'Export : (FDE)"
"POLYCOFFRE";2;340;"1222506N";"4";100;"2024-04-22 00:00:00";1;2;82200;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-22 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";82200;80000;"";""
"HEXAGON INTERNATIONAL";2;336;"1283193D";"9";100;"2024-04-18 00:00:00";1;2;100640.75;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-18 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"EUR";"CFR";"C F";100640.75;99000;"";""
"ALUCOIL";1;335;"1283193D";"5";1977;"2024-01-08 00:00:00";1;1;105626.92;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-04-18 00:00:00";"ES";"ESPAGNE";"ES";"ESPAGNE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FCA";"FCA.FRANCO-TRANSPORT";96827.82;105626.92;"39";"Admission Temporaire : (AT)"
"HEXAGON INTERNATIONAL";2;339;"1283193D";"9";100;"2024-04-18 00:00:00";1;2;285215.3;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-18 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C F";285215.3;284000;"";""
"HEXAGON INTERNATIONAL";2;338;"1283193D";"9";100;"2024-04-18 00:00:00";1;2;78804.08;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-18 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"EUR";"CFR";"C F";78804.08;77000;"";""
"HEXAGON INTERNATIONAL";2;337;"1283193D";"9";100;"2024-04-18 00:00:00";1;2;148052.52;0;0;0;0;"NAJEH BEN KRAIEM";"2024-04-18 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"USD";"CFR";"C F";148052.52;147000;"";""
